变量名,typeSeqID,weight,group,desc,desc_tw,desc_en,desc_vn,desc_kr,choice1,choice1_tw,choice1_en,choice1_vn,choice1_kr,choice2,choice2_tw,choice2_en,choice2_vn,choice2_kr,choice3,choice3_tw,choice3_en,choice3_vn,choice3_kr,choice4,choice4_tw,choice4_en,choice4_vn,choice4_kr,answer,imgID
214,2,50,274,"传说精灵龙卷云的""化身形态""下半身被云包裹着，当它变为""灵兽形态""会有什么变化？","傳說精靈龍卷雲的""化身形態""下半身被雲包裹著，當它變為""靈獸形態""會有什麽變化？","Legendadry Pokémon Tornadus’s lower body is wrapped in clouds when in Incarnate Forme. What will happen when it changes to the ""Therian Forme""?",404,404,双手变为了翅膀,雙手變為了翅膀,Hands become wings,404,404,变为了龙得形态,變為了龍得形態,Changed into a dragon form,404,404,四肢可在陆地上行走,四肢可在陸地上行走,Developing limbs that can walk on land,404,404,全身化为风一样的气态,全身化為風一樣的氣態,The whole body turned into a wind-like gaseous state,404,404,1,
215,2,50,275,下列关于妙喵说法错误的是？,下列關於妙喵說法錯誤的是？,Which of the following statements about Espurr is wrong?,404,404,妙喵平时表情丰富，是训练师的开心果,妙喵平時表情豐富，是訓練師的開心果,Espurr usually has a rich expression and is a trainer’s treat,404,404,妙喵的进化形态是分雌雄的,妙喵的進化形態是分雌雄的,Espurr's evolution form has male and female differences,404,404,妙喵的进化形身上只有白色和蓝色,妙喵的進化形身上只有白色和藍色,Espurr’s evolution form only has white and blue on its body,404,404,妙喵拥有强大的精神力,妙喵擁有強大的精神力,Espurr  has a strong psychic power,404,404,1,
216,2,50,276,花舞鸟是一种有着不同形态风格的精灵，以下列举中不是花舞鸟的形态的是？,花舞鳥是一種有著不同形態風格的精靈，以下列舉中不是花舞鳥的形態的是？,Oricorio is a kind of Pokémon with different forms and styles. Which ones are not in the form of Oricorio?,404,404,轻柔轻柔风格,輕柔輕柔風格,Sensu Style,404,404,热辣热辣风格,熱辣熱辣風格,Baile Style,404,404,啪滋啪滋风格,啪滋啪滋風格,Pom-Pom Style,404,404,呼拉呼拉风格,呼拉呼拉風格,Pa'u Style,404,404,1,
217,2,50,277,蚊香蛙皇头上的卷毛越长、越漂亮会证明什么？,蚊香蛙皇頭上的卷毛越長、越漂亮會證明什麽？,What does the longer and more beautiful the curls on the head of Politoed prove?,404,404,是王者的证明，受同伴尊敬,是王者的證明，受同伴尊敬,"It is the proof of the king, respected by the companions",404,404,会吸引更多吸引异性,會吸引更多吸引異性,Attract more of the other gender,404,404,在月下唱歌声音更大,在月下唱歌聲音更大,Singing louder under the moon,404,404,使用技能的能力更强,使用技能的能力更強,Stronger ability to use skills,404,404,1,
218,2,50,278,怪力有着发达的4条手臂，请问根据图鉴记载这4条手臂在2秒内可挥出多少拳？,怪力有著發達的4條手臂，請問根據圖鑒記載這4條手臂在2秒內可揮出多少拳？,Machampi has 4 developed arms. How many punches can these 4 arms strike in 2 seconds according to the Pokédex?,404,404,1000拳,1000拳,1000 punches,404,404,500拳,500拳,500 punches,404,404,100拳,100拳,100 punches,404,404,200拳,200拳,200 punches,404,404,1,
219,2,50,279,毒刺水母会使用触手缠绕猎物，被缠绕的猎物无法逃走。请问毒刺水母在记载中有多少个触手？,毒刺水母會使用觸手纏繞獵物，被纏繞的獵物無法逃走。請問毒刺水母在記載中有多少個觸手？,"Tentacruel will use tentacles to entangle their prey, and the entangled prey cannot escape. How many tentacles does Tentacruel have in the record?",404,404,80只,80只,Eighty,404,404,100只,100只,A hundred,404,404,50只,50只,Fifty,404,404,10只,10只,Ten,404,404,1,
220,2,50,280,多刺菊石兽是一种濒临灭绝的精灵。请问导致这种精灵灭绝的原因是？,多刺菊石獸是一種瀕臨滅絕的精靈。請問導致這種精靈滅絕的原因是？,Omastar is a kind of Pokémon that are on the verge of extinction. What caused the extinction of this kind of Pokémon?,404,404,因为壳太重，很难捕捉猎物,因為殼太重，很難捕捉獵物,"Because the shell is too heavy, it’s difficult to catch prey",404,404,因为其他宝可梦都以它为食,因為其他寶可夢都以它為食,Because other Pokémon feed on it,404,404,因为火山喷发，基本都变为化石了,因為火山噴發，基本都變為化石了,"Because of the volcanic eruption, it basically turned into fossils",404,404,因为海水缩减，无法呼吸而灭绝,因為海水縮減，無法呼吸而滅絕,"Extinct because of the shrinking sea water, unable to breathe",404,404,1,
221,2,50,281,以下哪只精灵是会在古代遗迹中发现的珍奇精灵？,以下哪只精靈是會在古代遺跡中發現的珍奇精靈？,Which of the following Pokémon are rare Pokémon that found in ancient ruins?,404,404,天秤偶,天秤偶,Baltoy,404,404,七夕青鸟,七夕青鳥,Altaria,404,404,呆火驼,呆火駝,Numel,404,404,跳跳猪,跳跳豬,Spoink,404,404,1,
222,2,50,282,双尾怪手的尾巴共有几根手指？,雙尾怪手的尾巴共有幾根手指？,How many fingers does the tail of the Ambipom have?,404,404,6根,6根,Six,404,404,3根,3根,Three,404,404,8根,8根,Eight,404,404,10根,10根,Ten,404,404,1,
223,2,50,283,以下哪只精灵在鼻子嗅到敌人时会突然喷出很臭的液体赶走敌人，且臭液的气味会扩散半径２公里的范围？,以下哪只精靈在鼻子嗅到敵人時會突然噴出很臭的液體趕走敵人，且臭液的氣味會擴散半徑２公裏的範圍？,"Which of the following Pokémon will suddenly spray a very stinky liquid to drive away the enemy when it smells an enemy, and the smell of the stinky liquid will spread within a radius of 2 kilometers?",404,404,臭鼬噗,臭鼬噗,Stunky,404,404,臭臭花,臭臭花,Gloom,404,404,臭泥,臭泥,Grimer,404,404,霸王花,霸王花,Vileplume,404,404,1,
224,2,50,284,小福蛋怀中经常抱着什么？,小福蛋懷中經常抱著什麽？,What does Happiny always hold in his arms?,404,404,石头,石頭,stone,404,404,蛋,蛋,Egg,404,404,球,球,Ball,404,404,冰块,冰塊,Ice cube,404,404,1,
225,2,50,285,圆蝌蚪一般使用什么方法告知同伴有危险？,圓蝌蚪一般使用什麽方法告知同伴有危險？,What methods do Tympole generally use to inform their companions that they are dangerous?,404,404,通过振动脸颊,通過振動臉頰,By vibrating cheeks,404,404,通过摇动尾巴,通過搖動尾巴,By waving the tail,404,404,通过大声呼叫,通過大聲呼叫,By calling out loud,404,404,通过发射水枪提示,通過發射水槍提示,Notice by shooting water,404,404,1,
226,2,50,286,野蛮鲈鱼会有两个样式：红色条纹和蓝色条纹的。请问当把二者放在一个鱼缸内会发生什么？,野蠻鱸魚會有兩個樣式：紅色條紋和藍色條紋的。請問當把二者放在一個魚缸內會發生什麽？,There are two styles of Basculin: red striped and blue striped. What happens when you put the two in a fish tank?,404,404,打作一团,打作一團,Fight together,404,404,无事发生,無事發生,Nothing happened,404,404,生下小鱼,生下小魚,Give birth to small fish,404,404,二者融合为一条,二者融合為一條,The two merge into one,404,404,1,
227,2,50,287,火红不倒翁在睡觉的时候会蜷缩起手脚，体内燃烧的火焰也会变小并安静下来。请问体内燃烧的火焰温度通常为？,火紅不倒翁在睡覺的時候會蜷縮起手腳，體內燃燒的火焰也會變小並安靜下來。請問體內燃燒的火焰溫度通常為？,"Darumaka would curl up his hands and feet when sleeping, and the flames burning inside would become smaller and quiet. What is the usual temperature of the flame burning in the body?",404,404,600度,600度,600 degrees,404,404,400度,400度,400 degrees,404,404,1000度,1000度,1000 degrees,404,404,720度,720度,720 degrees,404,404,1,
228,2,50,288,以下哪只精灵愿意用生命去守护自己信赖的训练家，并拥有预知未来的能力？,以下哪只精靈願意用生命去守護自己信賴的訓練家，並擁有預知未來的能力？,Which of the following Pokémon are willing to use their lives to protect their trusted trainer and having the ability to predict the future?,404,404,沙奈朵,沙奈朵,Gardevoir,404,404,皮卡丘,皮卡丘,Pikachu,404,404,烈焰马,烈焰馬,Rapidash,404,404,伊布,伊布,Eevee,404,404,1,
229,2,50,289,下列哪只精灵性情非常高傲，且每一只认为自己是最了不起的？,下列哪只精靈性情非常高傲，且每一只認為自己是最了不起的？,"Which of the following Pokémon has a very arrogant personality, and considers itself the most remarkable?",404,404,波皇子,波皇子,Prinplup,404,404,美纳斯,美納斯,Milotic,404,404,藤藤蛇,藤藤蛇,Snivy,404,404,皮卡丘,皮卡丘,Pikachu,404,404,1,
230,2,50,290,小猫怪是可爱的电光精灵，尾巴的末端非常可爱，请问末端的形状是？,小貓怪是可愛的電光精靈，尾巴的末端非常可愛，請問末端的形狀是？,Shinx are cute Electric-type Pokémon. The end of the tail is very cute. What is the shape of the end?,404,404,一个黄色的四角形,一個黃色的四角形,A yellow quadrangle,404,404,一个黄色的爱心,一個黃色的愛心,A yellow heart,404,404,一个黄色的闪电,一個黃色的閃電,A yellow thunder,404,404,一个黄色的五角星,一個黃色的五角星,A yellow five-pointed star,404,404,1,
231,2,50,291,动画中，以下精灵中哪只武藏没有拥有过？,動畫中，以下精靈中哪只武藏沒有擁有過？,"In the animation, which of the following Pokémon has not owned by Jessie?",404,404,超坏星,超壞星,Toxapex,404,404,果然翁,果然翁,Wobbuffet,404,404,阿柏蛇,阿柏蛇,Ekans,404,404,南瓜精,南瓜精,Pumpkaboo,404,404,1,
232,2,50,292,以下蘑菇型精灵中哪只是妖精属性的？,以下蘑菇型精靈中哪只是妖精屬性的？,Which of the following mushroom like Pokémon are Fairy type?,404,404,睡睡菇,睡睡菇,Morelull,404,404,蘑蘑菇,蘑蘑菇,Shroomish,404,404,哎呀球菇,哎呀球菇,Foongus,404,404,派拉斯特,派拉斯特,Parasect,404,404,1,
233,2,50,293,噬沙堡爷是幽灵和地面系精灵，头顶上有一个很显著的红色铲子，请问铲子的用处是什么？,噬沙堡爺是幽靈和地面系精靈，頭頂上有一個很顯著的紅色鏟子，請問鏟子的用處是什麽？,Palossand is a Ghost and Ground type Pokémon. There is a very prominent red shovel on top of its head. What is the use of the shovel?,404,404,有着雷达的功能,有著雷達的功能,Has the function of radar,404,404,无作用，可以拔掉,無作用，可以拔掉,"No effect, can be pull out",404,404,一种专属武器,一種專屬武器,An exclusive weapon,404,404,吸引小孩子跟自己玩,吸引小孩子跟自己玩,Attract children to play with themselves,404,404,1,
234,2,50,294,精灵世界中存在很多人造精灵，下面精灵中哪只不是人造的精灵？,精靈世界中存在很多人造精靈，下面精靈中哪只不是人造的精靈？,There are many artificial Pokémons in the world of Pokémon. Which one of the following Pokémon is not artificial?,404,404,梦幻,夢幻,Mew,404,404,多边兽,多邊獸,Polygon,404,404,超梦,超夢,Mewtwo,404,404,属性：空,屬性：空,Type: Null,404,404,1,
235,2,50,295,有很多精灵都十分懒散，请问以下精灵中哪只不会很懒散？,有很多精靈都十分懶散，請問以下精靈中哪只不會很懶散？,Many Pokémons are very lazy. Which of the following Pokémons is not very lazy?,404,404,皮卡丘,皮卡丘,Pikachu,404,404,树枕尾熊,樹枕尾熊,Komala,404,404,卡比兽,卡比獸,Snorlax,404,404,请假王,請假王,Slaking,404,404,1,
236,2,50,296,剧场版动画【就决定是你了！】中躲在小智影子里的精灵是谁？,劇場版動畫【就決定是你了！】中躲在小智影子裏的精靈是誰？,Movie [I Choose You!] Who is the Pokémons hiding in the shadow of Ash?,404,404,玛夏多,瑪夏多,Marshadow,404,404,耿鬼,耿鬼,Gengar,404,404,勾魂眼,勾魂眼,Sableye,404,404,夜巡灵,夜巡靈,Duskull,404,404,1,
237,2,50,297,以下精灵中哪只能飞？,以下精靈中哪只能飛？,Which of the following Pokémons can fly?,404,404,大葱鸭,大蔥鴨,Farfetch'd,404,404,始祖小鸟,始祖小鳥,Archen,404,404,嘟嘟,嘟嘟,Doduo,404,404,天然雀,天然雀,Natu,404,404,1,
238,3,50,325,火稚鸡从嘴里喷射出的火花温度可以达到多少？,火稚雞從嘴裏噴射出的火花溫度可以達到多少？,What is the temperature of the spark from Torchic's mouth?,404,404,1000°,1000°,1000°,404,404,500°,500°,500°,404,404,800°,800°,800°,404,404,1300°,1300°,1300°,404,404,1,
239,3,50,326,"有三只传说精灵分别被称为""意志之神""、""感情之神""、""知识之神""，请问是谁代表着""知识之神""？","有三只傳說精靈分別被稱為""意誌之神""、""感情之神""、""知識之神""，請問是誰代表著""知識之神""？","There are three legendary Pokémons called ""The Being of Willpowerl"", ""The Being of Emotion"" and ""The Being of Knowledge"". Who represents the ""The Being of Knowledge""?",404,404,由克希,由克希,Uxie,404,404,艾姆利多,艾姆利多,Mesprit,404,404,亚克诺姆,亞克諾姆,Azelf,404,404,帝牙卢卡,帝牙盧卡,Dialga,404,404,1,
240,3,50,327,以下哪只精灵可通过自己的触角感知精灵蛋何时孵化？,以下哪只精靈可通過自己的觸角感知精靈蛋何時孵化？,Which of the following Pokémons can perceive when the Pokémon egg hatches through its tentacles?,404,404,差不多娃娃,差不多娃娃,Audino,404,404,幸福蛋,幸福蛋,Blissey,404,404,章鱼桶,章魚桶,Octillery,404,404,心蝙蝠,心蝙蝠,Swoobat,404,404,1,
241,3,50,328,以下哪个是可以让绵绵泡芙不会闹脾气的方法？,以下哪個是可以讓綿綿泡芙不會鬧脾氣的方法？,Which of the following is the way to keep Swirlix from getting angry?,404,404,需要吃掉与自己体重相同重量的砂糖,需要吃掉與自己體重相同重量的砂糖,Need to eat sugar of the same weight as its own weight,404,404,需要吃大量的水果,需要吃大量的水果,Need to eat a lot of fruit,404,404,需要训练家的按摩它的头部,需要訓練家的按摩它的頭部,Needs trainer to massage its head,404,404,每天都需要吃一个精灵泡芙,每天都需要吃一個精靈泡芙,I need to eat a Poké puff every day,404,404,1,
242,3,50,329,有一只精灵会生活在古代寒冷的土地上鸣叫的时候夜空中会出现极光。请问它是？,有一只精靈會生活在古代寒冷的土地上鳴叫的時候夜空中會出現極光。請問它是？,"There is an Pokémon who lives on the cold land of ancient times and when it screams, there will be aurora in the night sky. What it this Pokémon?",404,404,冰雪龙,冰雪龍,Amaura,404,404,急冻鸟,急凍鳥,Articuno,404,404,哈克龙,哈克龍,Dragonair,404,404,冰岩怪,冰巖怪,Avalugg,404,404,1,
243,3,50,330,传说精灵哲尔尼亚斯据说能够分享出永恒的生命，并以树木的样子沉睡一段时间后复活，请问沉睡多久？,傳說精靈哲爾尼亞斯據說能夠分享出永恒的生命，並以樹木的樣子沈睡一段時間後復活，請問沈睡多久？,"It is said that Legendary Pokémon Xerneas is able to share its eternal life, sleep for a period like a tree and then resurrect. How long does it need to sleep?",404,404,1000年,1000年,1000 years,404,404,1500年,1500年,1500 years,404,404,2000年,2000年,2000 years,404,404,3000年,3000年,3000 years,404,404,1,
244,3,50,331,太古羽虫会通过扭动长在体侧的翅膀在远古的大海里游动，请问他体侧有多少个翅膀？,太古羽蟲會通過扭動長在體側的翅膀在遠古的大海裏遊動，請問他體側有多少個翅膀？,Anorith swim in the ancient sea by twisting the wings that grow on its sides. How many wings are there?,404,404,8个,8個,Eight,404,404,6个,6個,Six,404,404,4个,4個,Four,404,404,10个,10個,Ten,404,404,1,
245,3,50,332,花岩怪因为500年前作恶多端，导致身体被绑缚在楔石的裂缝里，并且装载着大量魂魄在内。请问装载了多少个魂魄？,花巖怪因為500年前作惡多端，導致身體被綁縛在楔石的裂縫裏，並且裝載著大量魂魄在內。請問裝載了多少個魂魄？,Spiritomb was bound to a fissure in an Odd Keystone as punishment for misdeeds 500 years ago. and it was formed by a lot of souls. How many souls are there?,404,404,108个,108個,108,404,404,112个,112個,112,404,404,136个,136個,136,404,404,173个,173個,173,404,404,1,
246,3,50,333,滚滚蝙蝠会用鼻孔吸附在洞穴岩壁上睡觉，请问吸附过的地方会留下什么痕迹？,滾滾蝙蝠會用鼻孔吸附在洞穴巖壁上睡覺，請問吸附過的地方會留下什麽痕跡？,Woobat will sleep on the cave wall with its nostrils adsorbing on it. What traces will be left in the place where it has been adsorbed?,404,404,心形,心形,Heart-shaped,404,404,圆形,圓形,Round shape,404,404,两个点,兩個點,Two points,404,404,方形,方形,Square,404,404,1,
247,3,50,334,以下关于百合根娃娃头顶的叶子描述不正确的是哪一项?,以下關於百合根娃娃頭頂的葉子描述不正確的是哪一項?,Which one of the following descriptions of the leaves on the head of Petilil is incorrect?,404,404,咬起来清香可口,咬起來清香可口,It tastes fragrant and delicious,404,404,咬起来很苦,咬起來很苦,Bitter tasted,404,404,使用后缓解身体疲劳,使用後緩解身體疲勞,Relieve body fatigue after use,404,404,使用后精神恢复,使用後精神恢復,Mental recovery after use,404,404,1,
248,3,50,335,以下关于混混鳄眼球膜说法错误的是？,以下關於混混鱷眼球膜說法錯誤的是？,Which of the following statements about Krokorok’s eyeballs is wrong?,404,404,在黑夜中可以发光,在黑夜中可以發光,Can shine in the dark,404,404,在沙暴中有效保护眼睛,在沙暴中有效保護眼睛,Effectively protect your eyes in sandstorms,404,404,可以感知物体的热度,可以感知物體的熱度,Can sense the heat of the object,404,404,在黑暗中也能看见周围,在黑暗中也能看見周圍,Able to see my surroundings even in the dark,404,404,1,
249,3,50,336,哭哭面具无时无刻都会拿着一个面具，因为这个面具是？,哭哭面具無時無刻都會拿著一個面具，因為這個面具是？,"Yamask will hold a mask all the time, because this mask is?",404,404,还是人类时的脸,還是人類時的臉,The face when it was still a human,404,404,有着巨大的能量,有著巨大的能量,Has great energy,404,404,因为没有身体，用来装饰,因為沒有身體，用來裝飾,"Because it has no body, it is used for decoration",404,404,粘贴在身上无法拿下来,粘貼在身上無法拿下來,Pasted on the body and cannot be taken off,404,404,1,
250,3,50,337,以下哪只精灵被称为鸟精灵的祖先，有翅膀但不会飞？,以下哪只精靈被稱為鳥精靈的祖先，有翅膀但不會飛？,"Which of the following Pokémons is called the ancestor of bird Pokémons, has wings but can't fly?",404,404,始祖小鸟,始祖小鳥,Archen,404,404,波波,波波,Pidgey,404,404,傲骨燕,傲骨燕,Taillow,404,404,化石翼龙,化石翼龍,Aerodactyl,404,404,1,
251,3,50,338,圆法师是蟋蟀精灵，会通过前后晃动脑袋、触角互相碰撞发出悦人的音色。请问这个碰撞声和什么乐器很像？,圓法師是蟋蟀精靈，會通過前後晃動腦袋、觸角互相碰撞發出悅人的音色。請問這個碰撞聲和什麽樂器很像？,Kricketot is a cricket Pokémon which can make a pleasant tone by shaking his head back and forth and tentacles colliding with each other. What musical instrument does this sound like?,404,404,木琴,木琴,Xylophone,404,404,铃铛,鈴鐺,Bells,404,404,笛子,笛子,Flute,404,404,三角铁,三角鐵,Triangle,404,404,1,
252,3,50,339,下列关于小陨星说法不正确的是？,下列關於小隕星說法不正確的是？,Which of the following statements about Minior is incorrect?,404,404,小陨星碎掉外壳后身体会变得更重,小隕星碎掉外殼後身體會變得更重,The body will become heavier after Minior shatters its shell,404,404,小陨星内核有7种颜色,小隕星內核有7種顏色,The core of Minior has 7 colors,404,404,小陨星是岩石飞行两种属性,小隕星是巖石飛行兩種屬性,"Miniors has two type, Rock and Flying",404,404,小陨星的外壳是吸取了很多尘粒形成的,小隕星的外殼是吸取了很多塵粒形成的,The outer shell of Minior is formed by absorbing a lot of dust particles,404,404,1,
253,3,50,340,动画中，阿罗拉地区有众多岛屿，岛屿上也会有专属的守护神。卡噗 · 哞哞就是其中之一，请问它守护的哪一个岛屿？,動畫中，阿羅拉地區有眾多島嶼，島嶼上也會有專屬的守護神。卡噗 · 哞哞就是其中之一，請問它守護的哪一個島嶼？,"In anime, there are many islands in the Alola Region, and there will also be an exclusive guardian on the islands. Tapu Bulu is one of them. Which island does it guard?",404,404,乌拉乌拉岛,烏拉烏拉島,Ula'ula Island,404,404,波尼岛,波尼島,Poni Island,404,404,阿卡拉岛,阿卡拉島,Akala Island,404,404,美乐美乐岛,美樂美樂島,Melemele Island,404,404,1,
254,3,50,340,剧场版动画【七夜的许愿星 基拉祈】中是谁的纯真之心唤醒了基拉祈？,劇場版動畫【七夜的許願星 基拉祈】中是誰的純真之心喚醒了基拉祈？,"In movie [Wishing Star of the Seven Nights], whose innocence awakens Jirachi?",404,404,小胜,小勝,Max,404,404,小霞,小霞,Misty,404,404,小智,小智,Ash,404,404,小刚,小剛,Brock,404,404,1,
255,3,50,340,剧场版动画【梦幻与波导的勇者】中在很久以前的精灵大战中被称为“波导的勇者”的是谁？,劇場版動畫【夢幻與波導的勇者】中在很久以前的精靈大戰中被稱為“波導的勇者”的是誰？,"Who was called the ""Aura Warrior"" in the movie ""Lucario and the Mystery of Mew"" in the Pokémon battle long ago?",404,404,亚朗,亞朗,Sir Aaron,404,404,小遥,小遙,May,404,404,琪朵·夏玛兹,琪朵·夏瑪茲,Kidd Summers,404,404,摩尼尼,摩尼尼,Mime Jr.,404,404,1,
256,3,50,340,剧场版动画【梦幻与波导的勇者】中梦幻突然出现带走了哪两只精灵？,劇場版動畫【夢幻與波導的勇者】中夢幻突然出現帶走了哪兩只精靈？,Which two Pokémons did Mew suddenly appear and took away in movie [Lucario and the Mystery of Mew]?,404,404,皮卡丘和喵喵,皮卡丘和喵喵,Pikachu and Meowth,404,404,皮卡丘和木守宫,皮卡丘和木守宮,Pikachu and Treecko,404,404,喵喵和风铃铃,喵喵和風鈴鈴,Meowth and Chimecho,404,404,果然翁和皮卡丘,果然翁和皮卡丘,Wobbuffet and Pikachu,404,404,1,
257,3,50,340,剧场版动画【决战时空之塔】中白杨镇出现了一只能让精灵们昏厥并产生恶梦的精灵，请问是哪只来历不明的精灵？,劇場版動畫【決戰時空之塔】中白楊鎮出現了一只能讓精靈們昏厥並產生惡夢的精靈，請問是哪只來歷不明的精靈？,"In movie [The Rise of Darkrai], there is a Pokémon in Alamos Town that can make Pokémons faint and have nightmares. Which Pokémon is it?",404,404,达克莱伊,達克萊伊,Darkrai,404,404,帝牙卢卡,帝牙盧卡,Dialga,404,404,帕路奇亚,帕路奇亞,Palkia,404,404,胡帕,胡帕,Hoopa,404,404,1,
258,3,50,341,剧场版动画【阿尔宙斯超克的时空】中继阿尔宙斯、帝牙卢卡、帕路奇亚和骑拉帝纳后第五只登场的传说精灵是什么？,劇場版動畫【阿爾宙斯超克的時空】中繼阿爾宙斯、帝牙盧卡、帕路奇亞和騎拉帝納後第五只登場的傳說精靈是什麽？,"In movie [Arceus and the Jewel of Life] What is the fifth Legendary Pokémon to appear after Arceus, Dialga, Palkia, and Giratina?",404,404,席多蓝恩,席多藍恩,Heatran,404,404,超梦,超夢,Mewtwo,404,404,梦幻,夢幻,Mew,404,404,固拉多,固拉多,Groudon,404,404,1,
259,3,50,341,剧场版动画【精灵巡护员与苍海的王子】中玛纳霏曾认定谁是妈妈？,劇場版動畫【精靈巡護員與蒼海的王子】中瑪納霏曾認定誰是媽媽？,"In movie [Pokémon Ranger and the Temple of the Sea], who did Manaphy think is his mother?",404,404,小遥,小遙,May,404,404,小霞,小霞,Misty,404,404,小光,小光,Dawn,404,404,小胜,小勝,Max,404,404,1,
260,3,50,341,剧场版动画【裂空的访问者 代欧奇希斯】中代欧奇希斯的战斗对象是谁？,劇場版動畫【裂空的訪問者 代歐奇希斯】中代歐奇希斯的戰鬥對象是誰？,In movie [Deoxys the Visitor] Who is the target of Deoxys's to fight with?,404,404,裂空座,裂空座,Rayquaza,404,404,固拉多,固拉多,Groudon,404,404,盖欧卡,蓋歐卡,Kyogre,404,404,凤王,鳳王,Ho-Oh,404,404,1,
261,3,50,341,剧场版动画【幻影的霸者 索罗亚克】中哪几只神兽在街道上暴走？,劇場版動畫【幻影的霸者 索羅亞克】中哪幾只神獸在街道上暴走？,"In movie [Zoroark: Master of Illusions], which legendary Pokémon is raging on the streets?",404,404,雷公，炎帝，水君,雷公，炎帝，水君,"Raikou, Entei, Suicune",404,404,火焰鸟，闪电鸟，急冻鸟,火焰鳥，閃電鳥，急凍鳥,"Moltres, Zapdos, Articuno",404,404,雷吉洛克，雷吉斯奇鲁，雷吉艾斯,雷吉洛克，雷吉斯奇魯，雷吉艾斯,"Regirock, Registeel, Regice",404,404,帝牙卢卡，帕路奇亚，骑拉帝纳,帝牙盧卡，帕路奇亞，騎拉帝納,"Dialga, Palkia, Giratina",404,404,1,
262,3,50,341,剧场版动画【酋雷姆VS圣剑士 凯路迪欧】中酋雷姆可以结合谁的力量转变成别的形态？,劇場版動畫【酋雷姆VS聖劍士 凱路迪歐】中酋雷姆可以結合誰的力量轉變成別的形態？,"In movie [Kyurem VS. The Sword of Justice], whose power can Kyurem combine and transformed into another form?",404,404,捷克罗姆，莱希拉姆,捷克羅姆，萊希拉姆,"Zekrom, Reshiram",404,404,帕路奇亚，帝牙卢卡,帕路奇亞，帝牙盧卡,"Palkia, Dialga",404,404,固拉多，盖欧卡,固拉多，蓋歐卡,"Groudon, Kyogre",404,404,梦幻，超梦,夢幻，超夢,"Mew, Mewtwo",404,404,1,
263,3,50,342,剧场版动画【阿尔宙斯 超克的时空】在谁的帮助下小智一行人穿越时空？,劇場版動畫【阿爾宙斯 超克的時空】在誰的幫助下小智一行人穿越時空？,In movie [Arceus and the Jewel of Life] Ash and his party travel through time and space under whose help?,404,404,帝牙卢卡,帝牙盧卡,Dialga,404,404,帕路奇亚,帕路奇亞,Palkia,404,404,骑拉帝纳,騎拉帝納,Giratina,404,404,阿尔宙斯,阿爾宙斯,Arceus,404,404,1,
264,3,50,342,剧场版动画【骑拉帝纳与冰空的花束】中骑拉帝纳追踪帝牙卢卡的原因是什么？,劇場版動畫【騎拉帝納與冰空的花束】中騎拉帝納追蹤帝牙盧卡的原因是什麽？,"In the movie [Giratina and the Sky Warrior], what is the reason Giratina is tracking Dialga?",404,404,因为反转世界受到了污染,因為反轉世界受到了汙染,Because the Reverse World is polluted,404,404,因为以往的恩怨,因為以往的恩怨,Because of past grudges,404,404,因为都有时空穿梭的能力,因為都有時空穿梭的能力,Because they have the ability to travel through time and space,404,404,夺回帝牙卢卡身上的某些物品,奪回帝牙盧卡身上的某些物品,Retake certain items from Dialga,404,404,1,
265,3,50,342,剧场版动画【光环的超魔神】中主角惩戒胡帕最喜欢吃的食物是？,劇場版動畫【光環的超魔神】中主角懲戒胡帕最喜歡吃的食物是？,What is the favorite food of Hoopa Confined in movie [Hoopa and the Clash of Ages] ?,404,404,甜甜圈,甜甜圈,Donuts,404,404,马卡龙,馬卡龍,Macaron,404,404,草莓蛋糕,草莓蛋糕,Strawberry Cake,404,404,糖霜面包,糖霜面包,Icing bread,404,404,1,
266,3,50,342,剧场版动画【结晶塔的帝王】中片尾中小智一行人与小凌告别，小美得到了一只精灵并与父亲重逢。请问是哪只精灵？,劇場版動畫【結晶塔的帝王】中片尾中小智一行人與小淩告別，小美得到了一只精靈並與父親重逢。請問是哪只精靈？,"In movie [Spell of the Unown], in the end of the movie, Ash and his partners bid farewell toLisa. Moli gets a Pokémon and reunites with her father. Which Pokémon is it?",404,404,熊宝宝,熊寶寶,Teddiursa,404,404,皮丘,皮丘,Pichu,404,404,正电拍拍,正電拍拍,Plusle,404,404,巴大蝶,巴大蝶,Butterfree,404,404,1,
267,3,50,342,剧场版动画【梦幻与波导的勇者路卡利欧】中，小智为了寻找皮卡丘进入世界初始之树中、却被世界树当成入侵细菌吞噬，请问最后是谁救了小智？,劇場版動畫【夢幻與波導的勇者路卡利歐】中，小智為了尋找皮卡丘進入世界初始之樹中、卻被世界樹當成入侵細菌吞噬，請問最後是誰救了小智？,"In movie [Lucario and the Mystery of Mew], Ash entered the tree of beginning in order to find Pikachu, but was swallowed by the tree as an invading bacteria. Who saved Ash in the end?",404,404,梦幻,夢幻,Mew,404,404,超梦,超夢,Mewtwo,404,404,时拉比,時拉比,Celebi,404,404,皮卡丘,皮卡丘,Pikachu,404,404,1,
268,1,50,160,【常识】我们常说的“一日”是指：,【常識】我們常說的“一日”是指：,"[Common sense] The ""one day"" we often say refers to:",404,404,地球自转一周的时间,地球自轉一周的時間,The time of the earth's rotation,404,404,地球公转一周的时间,地球公轉一周的時間,The time of the earth's revolution,404,404,地球公转半周的时间,地球公轉半周的時間,Half time of the earth's revolution,404,404,地球自转半周的时间,地球自轉半周的時間,The time for the earth half rotation,404,404,1,
